сategory;product;protein;fat;carbohydrates
водоросли;Водоросли вакаме (ундария перистая) сырые;3.0;0.6;9.3
водоросли;Ламинария (морская капуста) сушеная;31.5;21.8;38.1
водоросли;Ламинария (морская капуста) сырая;1.7;0.6;8.9
водоросли;Спирулина сушеная;57.5;7.7;23.4
грибы;Белый гриб;3.7;1.7;1.1
грибы;Белый гриб жареный;4.6;11.5;10.7
грибы;Белый гриб маринованный;3.0;0.5;2.0
грибы;Белый гриб сушеный;26.9;10.4;20.0
грибы;Белый гриб, быстро обжаренный (стир-фрай);3.6;0.3;2.2
грибы;Белый гриб, вареный, без соли;2.2;0.5;3.1
грибы;Белый гриб, вареный, с солью;2.2;0.5;3.1
грибы;Белый гриб, выращенный под ультрафиолетом;3.1;0.3;2.3
грибы;Белый гриб, приготовленный в микроволновке;3.9;0.5;3.5
грибы;Белый гриб, сырой;3.4;1.0;1.7
грибы;Валуи;3.7;1.7;1.1
грибы;Вешенки;2.9;0.2;4.1
грибы;Вешенки свежие;2.5;0.3;6.5
грибы;Грибное ассорти быстрозамороженное;2.2;0.8;0.7
грибы;Грибы белые свежие;3.7;1.7;1.1
грибы;Грибы белые сушеные;30.3;14.3;9.0
грибы;Грибы жареные (сушеные);11.3;24.4;1.2
грибы;Грибы жареные в сметанном соусе;6.7;14.5;3.5
грибы;Грибы жареные с картофелем;3.9;5.2;12.7
грибы;Грибы, запеченные в сметанном соусе;6.5;16.6;3.2
грибы;Грибы, консервированные, содержимое без жидкости;1.9;0.3;2.7
грибы;Грибы, тушенные с картофелем;4.0;6.4;10.7
грибы;Грузди свежие;1.8;0.6;0.7
грибы;Дождевики;4.3;1.0;1.0
грибы;Еноки;2.7;0.4;0.2
грибы;Лисички;1.5;0.9;1.5
грибы;Лисички свежие;1.6;1.1;2.2
грибы;Лисички сушеные;22.3;7.6;24.2
грибы;Маслята;2.4;0.7;0.5
грибы;Маслята свежие;2.4;0.7;1.7
грибы;Морской гриб;1.9;0.1;26.5
грибы;Опенок;2.2;1.2;0.5
грибы;Опята;2.2;1.2;0.5
грибы;Опята маринованные;1.8;1.0;0.4
грибы;Опята свежие;2.2;1.2;0.5
грибы;Подберезовик;2.3;0.9;1.2
грибы;Подберезовик сушеный;23.5;9.2;14.3
грибы;Подберезовики;2.1;0.8;1.2
грибы;Подберезовики свежие;2.3;0.9;3.7
грибы;Подберезовики сушеные;23.5;9.2;14.3
грибы;Подосиновик;3.3;0.5;1.2
грибы;Подосиновик сушеный;35.4;5.4;12.9
грибы;Подосиновики;3.3;0.5;1.2
грибы;Подосиновики свежие;4.1;0.7;1.8
грибы;Подосиновики сушеные;35.4;5.4;33.2
грибы;Польский гриб;1.7;0.7;1.5
грибы;Портобелло, грибы;2.1;0.4;2.6
грибы;Портобелло, грибы приготовленные на гриле;3.3;0.6;2.2
грибы;Портобелло, грибы, выращенные под ультрафиолетом;2.1;0.4;2.6
грибы;Портобелло, грибы, выращенные под ультрафиолетом, приготовленные на гриле;3.3;0.6;2.2
грибы;Рыжик;1.9;0.8;0.5
грибы;Рыжики свежие;1.9;0.8;2.7
грибы;Сморчки;2.2;0.4;3.0
грибы;Соломенные грибы, консервированные, содержимое без жидкости;3.8;0.7;2.1
грибы;Сыроежки;1.7;0.7;1.5
грибы;Трюфели свежие;5.9;0.5;5.3
грибы;Чернушка;0.0;0.0;0.0
грибы;Чернушки;1.5;0.3;0.1
грибы;Шампиньоны;4.3;1.0;0.1
грибы;Шампиньоны консервированные;1.6;0.2;0.9
грибы;Шампиньоны свежие;4.3;1.0;0.1
грибы;Шампиньоны сушеные;26.8;4.5;30.0
грибы;Шампиньоны, выращенные под ультрафиолетом;2.5;0.1;3.7
грибы;Шампиньоны, сырые;2.5;0.1;3.7
грибы;Шиитаке свежие;2.2;0.5;6.8
грибы;Шиитаке сушеные;19.3;0.0;63.4
грибы;Шиитаке, грибы;2.2;0.5;4.3
грибы;Шиитаке, грибы быстро обжаренные (стир-фрай);3.5;0.4;4.1
грибы;Шиитаке, грибы приготовленные, без соли;1.6;0.2;12.3
грибы;Шиитаке, грибы приготовленные, с солью;1.6;0.2;12.3
грибы;Шиитаке, грибы сушеные;9.6;1.0;63.9
грибы;Эноки (опенок зимний, энокитаки), грибы;2.7;0.3;5.1
грибы;Эринги;3.3;0.4;4.2
овощи и зелень;Авокадо, Калифорнийские, сырые;2.0;15.4;1.8
овощи и зелень;Авокадо, Флоридские, сырые;2.2;10.1;2.2
овощи и зелень;Агава приготовленная;1.0;0.3;21.4
овощи и зелень;Агава сушеная;1.7;0.7;66.4
овощи и зелень;Агава сырая;0.5;0.2;9.6
овощи и зелень;Айсберг (салат кочанный);0.9;0.1;1.8
овощи и зелень;Амарант листья, вареные, без соли;2.1;0.2;4.1
овощи и зелень;Амарант листья, сырые;2.5;0.3;4.0
овощи и зелень;Амарант, листья, вареные, с солью;2.1;0.2;4.1
овощи и зелень;Ангурия (Антильский огурец);1.8;1.3;7.6
овощи и зелень;Арракача;0.9;0.1;17.1
овощи и зелень;Артишок;1.9;0.1;5.7
овощи и зелень;Артишок вареный с солью;2.9;0.3;5.7
овощи и зелень;Артишок вареный, без соли;2.9;0.3;6.3
овощи и зелень;Артишок вареный, замороженные, без соли;3.1;0.5;4.6
овощи и зелень;Артишок замороженные, вареные, с солью;3.1;0.5;4.6
овощи и зелень;Артишок замороженный неприготовленный;2.6;0.4;3.9
овощи и зелень;Артишок испанский, вареный, без соли;0.8;0.1;3.6
овощи и зелень;Артишок испанский, вареный, с солью;0.8;0.1;3.0
овощи и зелень;Артишок испанский, сырой;0.7;0.1;2.5
овощи и зелень;Аурикулярия густоволосистая, сушеная;9.3;0.7;2.9
овощи и зелень;Аурикулярия уховидная, сушеная;4.8;0.4;81.0
овощи и зелень;Аурикулярия уховидная, сырая;0.5;0.0;6.8
овощи и зелень;Базелла белая, приготовленная;3.0;0.8;0.6
овощи и зелень;Базилик;2.5;0.6;4.3
овощи и зелень;Баклажан;1.2;0.1;4.5
овощи и зелень;Баклажан белый;1.2;0.1;4.6
овощи и зелень;Баклажан замороженный;1.3;0.1;5.2
овощи и зелень;Баклажан консервированный;0.9;0.7;7.3
овощи и зелень;Баклажан, вареный, без соли;0.8;0.2;6.2
овощи и зелень;Баклажан, вареный, с солью;0.8;0.2;5.6
овощи и зелень;Баклажан, сырой;1.0;0.2;2.9
овощи и зелень;Баклажанная икра консервированная;1.7;13.3;5.1
овощи и зелень;Баклажанная икра свежая;0.6;7.0;6.0
овощи и зелень;Баклажаны маринованные;0.9;0.7;7.3
овощи и зелень;Баклажаны фаршированные овощами;2.9;4.5;7.4
овощи и зелень;Бамбук листья;2.0;0.0;4.0
овощи и зелень;Бамбук, побеги вареные, с солью;1.5;0.2;0.5
овощи и зелень;Бамбук, побеги, вареные, без соли;1.5;0.2;0.9
овощи и зелень;Бамбук, побеги, консервированные, сухой продукт без маринада;1.7;0.4;1.8
овощи и зелень;Бамбук, побеги, сырые;2.6;0.3;3.0
овощи и зелень;Бамия;2.0;0.1;3.8
овощи и зелень;Батат отварной без кожуры;1.4;0.1;15.2
овощи и зелень;Батат, картофель сладкий;1.7;0.1;15.8
овощи и зелень;Батат, картофель сладкий запеченный в кожуре, без соли;2.0;0.2;17.4
овощи и зелень;Батат, картофель сладкий, вареный без соли;1.4;0.1;15.2
овощи и зелень;Батат, картофель сладкий, вареный с солью;1.4;0.1;15.2
овощи и зелень;Батат, картофель сладкий, замороженный, запеченный без соли;1.7;0.1;21.6
овощи и зелень;Батат, картофель сладкий, замороженный, запеченный с солью;1.7;0.1;21.6
овощи и зелень;Батат, картофель сладкий, замороженный, неприготовленный;1.7;0.2;20.5
овощи и зелень;Батат, картофель сладкий, запеченный в кожуре, с солью;2.0;0.2;17.4
овощи и зелень;Батат, картофель сладкий, засахаренный, домашнего приготовления;0.9;3.5;30.0
овощи и зелень;Батат, картофель сладкий, консервированный и вакуумной упаковке;1.7;0.2;19.3
овощи и зелень;Батат, картофель сладкий, консервированный с сиропом;1.0;0.2;18.4
овощи и зелень;Батат, картофель сладкий, консервированный с сиропом, сухой продукт без маринада;1.3;0.3;22.4
овощи и зелень;Батат, картофель сладкий, листья, приготовленные на пару, без соли;2.2;0.3;5.5
овощи и зелень;Батат, картофель сладкий, листья, приготовленные на пару, с солью;2.2;0.3;5.5
овощи и зелень;Батат, картофель сладкий, листья, сырые;2.5;0.5;3.5
овощи и зелень;Батат, картофель сладкий, пюре, консервированный;2.0;0.2;21.5
овощи и зелень;Бедренец камнеломка;0.0;0.0;0.0
овощи и зелень;Белокопытник , вареный, без соли;0.2;0.0;2.2
овощи и зелень;Белокопытник японский, сырой;0.4;0.0;3.6
овощи и зелень;Белокопытник, вареный, с солью;0.2;0.0;2.2
овощи и зелень;Белокопытник, консервированный;0.1;0.1;0.4
овощи и зелень;Бессмертник;0.2;0.0;5.0
овощи и зелень;Бобы;6.0;0.1;8.5
овощи и зелень;Бобы зеленые;6.0;0.1;10.5
овощи и зелень;Бок-чой (пак-чой, китайская капуста);1.5;0.2;1.2
овощи и зелень;Бок-чой (пак-чой, китайская капуста) вареная, без соли;1.6;0.2;0.8
овощи и зелень;Бок-чой (пак-чой, китайская капуста) вареная, с солью;1.6;0.2;0.8
овощи и зелень;Брокколи;2.6;0.3;3.9
овощи и зелень;Брокколи китайская, приготовленная;1.1;0.7;1.3
овощи и зелень;Брокколи, вареная, без соли;2.4;0.4;3.9
овощи и зелень;Брокколи, вареная, с солью;2.4;0.4;3.9
овощи и зелень;Брокколи, ветви, замороженная, вареная, с солью;3.1;0.1;2.4
овощи и зелень;Брокколи, замороженная, вареная с солью;3.1;0.1;2.4
овощи и зелень;Брокколи, замороженная, вареная, без соли;3.1;0.1;2.4
овощи и зелень;Брокколи, замороженная, неприготовленная;2.8;0.3;1.8
овощи и зелень;Брокколи, листья, сырая;3.0;0.4;2.8
овощи и зелень;Брокколи, побеги, замороженные, вареные, без соли;3.1;0.1;2.4
овощи и зелень;Брокколи, побеги, замороженные, неприготовленные;3.1;0.3;2.4
овощи и зелень;Брокколи, стебель, сырая;3.0;0.4;5.2
овощи и зелень;Брокколи, цветы, сырая;3.0;0.4;2.8
овощи и зелень;Брюква;1.2;0.1;7.7
овощи и зелень;Брюква запеченная;2.1;1.6;7.5
овощи и зелень;Брюква припущенная;1.3;1.6;8.4
овощи и зелень;Брюква тушеная;1.2;8.5;8.6
овощи и зелень;Брюква, вареная, без соли;0.9;0.2;5.0
овощи и зелень;Брюква, вареная, с солью;0.9;0.2;5.0
овощи и зелень;Брюква, сырая;1.1;0.2;6.3
овощи и зелень;Брюссельская капуста;4.8;0.3;3.1
овощи и зелень;Брюссельская капуста, вареная, без соли;2.6;0.5;4.5
овощи и зелень;Брюссельская капуста, вареная, с солью;2.6;0.5;4.5
овощи и зелень;Брюссельская капуста, замороженная, вареная, без соли;3.6;0.4;4.2
овощи и зелень;Брюссельская капуста, замороженная, вареная, с солью;3.6;0.4;4.2
овощи и зелень;Брюссельская капуста, замороженная, неприготовленная;3.8;0.4;4.1
овощи и зелень;Брюссельская капуста, сырая;3.4;0.3;5.2
овощи и зелень;Валерианелла, сырая;2.0;0.4;3.6
овощи и зелень;Вассаби, корень, сырой;4.8;0.6;15.7
овощи и зелень;Вигна;3.0;0.4;18.8
овощи и зелень;Виноградные листья, консервированные;4.3;2.0;1.8
овощи и зелень;Виноградные листья, сырые;5.6;2.1;6.3
овощи и зелень;Водный шпинат (болотная капуста);2.6;0.2;1.0
овощи и зелень;Водный шпинат (болотная капуста) вареный, без соли;2.1;0.2;1.8
овощи и зелень;Водный шпинат (болотная капуста) вареный, с солью;2.1;0.2;1.8
овощи и зелень;Водяной кресс (жеруха);2.3;0.1;0.8
овощи и зелень;Восковая тыква, вареная, без соли;0.4;0.2;2.0
овощи и зелень;Восковая тыква, вареная, с солью;0.4;0.2;1.5
овощи и зелень;Восковая тыква, сырая;0.4;0.2;0.1
овощи и зелень;Голубцы овощные;2.2;5.2;9.7
овощи и зелень;Горох вареный;6.0;0.0;9.0
овощи и зелень;Горох и лук, замороженные, вареные, без соли;2.5;0.2;6.4
овощи и зелень;Горох и лук, замороженные, вареные, с солью;2.5;0.2;6.4
овощи и зелень;Горох и лук, замороженные, неприготовленные;4.0;0.3;10.0
овощи и зелень;Горох и лук, консервированные;3.3;0.4;6.3
овощи и зелень;Горох и морковь, замороженные, вареные, без соли;3.1;0.4;7.0
овощи и зелень;Горох и морковь, замороженные, вареные, с солью;3.1;0.4;7.0
овощи и зелень;Горох и морковь, замороженные, неприготовленные;3.4;0.5;7.8
овощи и зелень;Горох и морковь, консервированные, без добавления соли;2.2;0.3;5.2
овощи и зелень;Горох и морковь, консервированные, стандартная упаковка;2.2;0.3;6.5
овощи и зелень;Горох лущеный;23.0;1.6;57.7
овощи и зелень;Горох маш;23.5;2.0;46.0
овощи и зелень;Горох маш (ростки);3.1;0.2;6.0
овощи и зелень;Горох сушеный;20.5;2.0;53.3
овощи и зелень;Горошек зеленый;5.0;0.2;13.8
овощи и зелень;Горошек зеленый замороженный;6.4;0.4;16.3
овощи и зелень;Горошек зеленый консервированный;3.6;0.1;9.8
овощи и зелень;Горошек зеленый стручковый;5.0;0.2;8.3
овощи и зелень;Горчица листовая;2.9;0.4;1.5
овощи и зелень;Горчица листовая, вареная, без соли;2.6;0.5;2.5
овощи и зелень;Горчица листовая, вареная, с солью;2.6;0.5;2.5
овощи и зелень;Горчица листовая, замороженная, вареная, без соли;2.3;0.3;0.3
овощи и зелень;Горчица листовая, замороженная, вареная, с солью;2.3;0.3;0.3
овощи и зелень;Горчица листовая, замороженная, неприготовленная;2.5;0.3;0.1
овощи и зелень;Горчица листовая, сырая;2.9;0.4;1.5
овощи и зелень;Горчица шпинатная, вареная, без соли;1.7;0.2;0.8
овощи и зелень;Горчица шпинатная, вареная, с солью;1.7;0.2;0.8
овощи и зелень;Горчица шпинатная, сырая;2.2;0.3;1.1
овощи и зелень;Гратен из картофеля;5.1;7.6;9.5
овощи и зелень;Гратен из картофеля, домашнего приготовления по рецепту с добавлением маргарина;5.1;7.6;9.5
овощи и зелень;Гратен из картофеля, сухая смесь, неприготовленный;8.9;3.7;70.2
овощи и зелень;Гратен из картофеля, сухая смесь, приготовленный с добавлением воды, молока и масла;2.3;4.1;11.9
овощи и зелень;Грифола курчавая, гриб-баран, мейтаке;1.9;0.2;4.3
овощи и зелень;Гулявник лекарственный;0.3;0.0;5.0
овощи и зелень;Дайкон;1.2;0.0;4.1
овощи и зелень;Девясил;2.9;0.0;0.2
овощи и зелень;Джут длинноплодный, вареный, без соли;3.7;0.2;5.3
овощи и зелень;Джут длинноплодный, вареный, с солью;3.7;0.2;5.3
овощи и зелень;Джут длинноплодный, сырой;4.7;0.3;5.8
овощи и зелень;Драники картофельные;2.7;4.5;18.6
овощи и зелень;Закуска чау-чау, маринованные огурцы и овощи с горчицей, сладкая;1.5;0.9;25.1
овощи и зелень;Запеканка из тыквы;4.1;6.1;16.3
овощи и зелень;Запеканка капустная;3.1;5.2;13.5
овощи и зелень;Запеканка картофельная с овощами;3.0;5.9;17.5
овощи и зелень;Зелень;2.6;0.4;5.2
овощи и зелень;Зелень кориандра (кинза), сырая;2.1;0.5;0.9
овощи и зелень;Икра баклажановая. Консервы;1.7;13.3;5.1
овощи и зелень;Икра кабачковая;1.2;4.7;7.7
овощи и зелень;Икра кабачковая. Консервы;1.9;8.9;7.7
овощи и зелень;Икра свекольная;2.3;6.8;11.7
овощи и зелень;Имбирь, корень сырой;1.8;0.8;15.8
овощи и зелень;Имбиря корень маринованный, консервированный, с искуственным подсластителем;0.3;0.1;2.2
овощи и зелень;Кабачки жареные;1.1;5.9;7.5
овощи и зелень;Кабачки запеченные;2.7;10.0;9.7
овощи и зелень;Кабачки припущенные;0.7;1.8;5.0
овощи и зелень;Кабачки тушенные в сметане;1.0;4.7;5.9
овощи и зелень;Кабачки фаршированные овощами;2.3;10.5;6.3
овощи и зелень;Кабачковая икра;1.2;7.0;7.4
овощи и зелень;Кабачок;0.6;0.3;4.6
овощи и зелень;Кабачок жареный;1.1;6.0;6.7
овощи и зелень;Кабачок желтый;1.0;0.3;2.9
овощи и зелень;Кабачок желтый вареный, без соли;1.0;0.4;2.7
овощи и зелень;Кабачок желтый вареный, с солью;1.0;0.4;2.7
овощи и зелень;Кабачок желтый консервированный, без соли;0.6;0.1;1.6
овощи и зелень;Кабачок желтый, замороженный;0.8;0.1;3.6
овощи и зелень;Кабачок желтый, замороженный, вареный, без соли;1.3;0.2;4.1
овощи и зелень;Кабачок желтый, замороженный, вареный, с солью;1.3;0.2;4.1
овощи и зелень;Кабачок замороженный;0.6;0.3;4.7
овощи и зелень;Кабачок консервированный;0.4;0.1;4.9
овощи и зелень;Кабачок сушеный;8.5;4.3;65.2
овощи и зелень;Кабачок, все сорта;1.2;0.2;2.3
овощи и зелень;Кабачок, все сорта, вареный, без соли;0.9;0.3;2.9
овощи и зелень;Кабачок, все сорта, вареный, с солью;0.9;0.3;2.9
овощи и зелень;Кале (кудрявая капуста, браунколь);2.9;1.5;0.3
овощи и зелень;Кале (кудрявая капуста, браунколь), вареная, без соли;2.9;1.2;1.3
овощи и зелень;Кале (кудрявая капуста, браунколь), вареная, замороженная, без соли;2.9;1.2;3.0
овощи и зелень;Кале (кудрявая капуста, браунколь), замороженная, неприготовленная;2.7;0.5;2.9
овощи и зелень;Кале, вареная, с солью;2.9;1.2;3.0
овощи и зелень;Кале, замороженная, вареная с солью;2.9;1.2;3.0
овощи и зелень;Каперсы;0.8;0.1;2.6
овощи и зелень;Каперсы консервированные;2.4;0.9;1.7
овощи и зелень;Каперсы маринованные;2.4;0.9;1.7
овощи и зелень;Капуста белокочанная;1.7;0.1;4.4
овощи и зелень;Капуста белокочанная (датская, домашняя и сорта конической формы), прошлогодняя;1.2;0.2;3.1
овощи и зелень;Капуста белокочанная (датская, домашняя и сорта конической формы), урожая текущего года, сырая;1.2;0.2;3.1
овощи и зелень;Капуста белокочанная жареная;1.8;2.8;4.2
овощи и зелень;Капуста белокочанная сушеная;15.0;1.4;48.0
овощи и зелень;Капуста белокочанная, вареная, без соли;1.3;0.1;3.6
овощи и зелень;Капуста белокочанная, вареная, с солью;1.3;0.1;3.6
овощи и зелень;Капуста белокочанная, квашеная;1.8;0.1;3.0
овощи и зелень;Капуста брокколи;2.9;0.4;5.9
овощи и зелень;Капуста брокколи замороженная;2.7;0.4;4.7
овощи и зелень;Капуста брокколи вареная;2.7;0.4;5.6
овощи и зелень;Капуста брокколи замороженная, вареная;3.1;0.1;5.4
овощи и зелень;Капуста брюссельская;4.1;0.2;8.5
овощи и зелень;Капуста брюссельская замороженная;4.5;0.5;8.4
овощи и зелень;Капуста брюссельская замороженная, вареная;3.6;0.4;8.3
овощи и зелень;Капуста жареная;1.8;2.8;4.2
овощи и зелень;Капуста запеченная;2.8;8.0;7.3
овощи и зелень;Капуста кале;3.3;0.7;8.0
овощи и зелень;Капуста квашеная;1.8;0.1;3.7
овощи и зелень;Капуста квашеная, консервированная;0.9;0.1;1.4
овощи и зелень;Капуста кольраби;2.8;0.1;9.3
овощи и зелень;Капуста консервированная;1.3;0.1;3.6
овощи и зелень;Капуста краснокочанная;0.8;0.1;5.9
овощи и зелень;Капуста краснокочанная, вареная, без соли;1.5;0.1;4.3
овощи и зелень;Капуста краснокочанная, вареная, с солью;1.5;0.1;4.3
овощи и зелень;Капуста краснокочанная, сырая;1.4;0.2;5.3
овощи и зелень;Капуста листовая кале (кейл, Kale);2.8;0.6;6.6
овощи и зелень;Капуста листовая коллардс (Collards);3.0;0.6;1.4
овощи и зелень;Капуста маринованная по-японски;1.6;0.1;2.6
овощи и зелень;Капуста отварная;1.4;0.1;4.2
овощи и зелень;Капуста пак-чой;1.5;0.2;2.2
овощи и зелень;Капуста пекинская;1.2;0.2;2.1
овощи и зелень;Капуста припущенная;1.7;1.5;4.0
овощи и зелень;Капуста романеско;2.5;0.3;4.2
овощи и зелень;Капуста савойская;1.2;0.1;5.8
овощи и зелень;Капуста тушеная;2.0;3.3;9.2
овощи и зелень;Капуста цветная;2.5;0.3;4.8
овощи и зелень;Капуста цветная вареная;1.8;0.3;4.0
овощи и зелень;Капуста цветная жареная;3.0;10.0;5.7
овощи и зелень;Капуста цветная консервированная;2.5;0.3;4.2
овощи и зелень;Капуста вареная;1.4;0.1;4.2
овощи и зелень;Капустные котлеты;4.2;8.2;15.3
овощи и зелень;Картофель;2.0;0.4;16.2
овощи и зелень;Картофель белый неочищенный, печеный;2.1;0.2;19.0
овощи и зелень;Картофель белый неочищенный, сырой;1.7;0.1;13.3
овощи и зелень;Картофель дольками, замороженный;2.7;2.2;23.5
овощи и зелень;Картофель жареный;2.8;9.5;23.4
овощи и зелень;Картофель жареный брусочками;2.8;9.6;23.5
овощи и зелень;Картофель жареный во фритюре (картофель фри);3.8;15.5;30.1
овощи и зелень;Картофель жареный ломтиками (из отварного);2.3;8.6;18.6
овощи и зелень;Картофель красный неочищенный, печеный;2.3;0.2;17.8
овощи и зелень;Картофель красный неочищенный, сырой;1.9;0.1;14.2
овощи и зелень;Картофель красный, запеченный с кожурой;2.3;0.2;17.8
овощи и зелень;Картофель молодой;2.4;0.4;12.4
овощи и зелень;Картофель неочищенный, сырой;2.1;0.1;15.4
овощи и зелень;Картофель О'Брайен (с болгарским перцем) домашнего приготовления;2.4;1.3;15.5
овощи и зелень;Картофель О'Брайен, замороженный, неприготовленный;1.8;0.1;15.6
овощи и зелень;Картофель О'Брайен, замороженный, приготовленный;2.2;13.2;20.2
овощи и зелень;Картофель отваренный в кожуре (в мундире), без соли;1.9;0.1;18.3
овощи и зелень;Картофель отваренный в кожуре (в мундире), кожура с солью;2.9;0.1;13.9
овощи и зелень;Картофель отваренный в кожуре (в мундире), кожура, без добавления соли;2.9;0.1;13.9
овощи и зелень;Картофель отваренный в кожуре (в мундире), с солью;1.9;0.1;18.1
овощи и зелень;Картофель отварной;2.0;0.4;15.8
овощи и зелень;Картофель отварной без соли;1.7;0.1;18.2
овощи и зелень;Картофель отварной с солью;1.7;0.1;18.0
овощи и зелень;Картофель печеный, кожура, без соли;4.3;0.1;38.2
овощи и зелень;Картофель печеный, с солью;2.0;0.1;20.1
овощи и зелень;Картофель печеный, сердцевина и кожура, с солью;2.5;0.1;19.0
овощи и зелень;Картофель печеный, сердцевина с кожурой, без соли;2.5;0.1;19.0
овощи и зелень;Картофель печеный, сердцевина, без соли;2.0;0.1;20.1
овощи и зелень;Картофель по-селянски, замороженный, неприготовленный;2.4;5.8;21.0
овощи и зелень;Картофель по-селянски, замороженный, приготовленный без соли, после приготовления в духовке;3.4;8.2;30.8
овощи и зелень;Картофель по-селянски, замороженный, приготовленный с солью, после приготовление в духовке;3.4;8.2;30.8
овощи и зелень;Картофель сладкий (батат);2.0;0.0;14.6
овощи и зелень;Картофель сорта Рассет;2.1;0.1;16.8
овощи и зелень;Картофель сорта Рассет, печеный, сердцевина с кожурой;2.6;0.1;19.1
овощи и зелень;Картофель сушеный;6.6;0.3;71.6
овощи и зелень;Картофель фиолетовый;2.0;0.4;16.0
овощи и зелень;Картофель отварной;2.0;0.4;15.8
овощи и зелень;Картофель, замороженный целиком, вареный, без соли;2.0;0.1;12.8
овощи и зелень;Картофель, консервированный;1.2;0.1;8.5
овощи и зелень;Картофель, консервированный, без добавления соли, сухой продукт без маринада;1.4;0.2;11.2
овощи и зелень;Картофель, консервированный, сухой продукт без маринада;1.4;0.2;11.3
овощи и зелень;Картофель, приготовленный в микроволновой печи в кожуре, без соли, целиком;2.4;0.1;21.9
овощи и зелень;Картофель, приготовленный в микроволновой печи в кожуре, с солью, целиком;2.4;0.1;21.9
овощи и зелень;Картофель, приготовленный в микроволновой печи в кожуре, сердцевина, без соли;2.1;0.1;21.7
овощи и зелень;Картофель, приготовленный в микроволновой печи в кожуре, сердцевина, с солью;2.1;0.1;21.7
овощи и зелень;Картофель, приготовленный в микроволновой печи, только кожура, без соли;4.4;0.1;24.1
овощи и зелень;Картофель, приготовленный в микроволновой печи, только кожура, с солью;4.4;0.1;24.1
овощи и зелень;Картофель, тушенный с грибами;2.5;7.7;13.4
овощи и зелень;Картофельная кожура, запеченая с солью;4.3;0.1;38.2
овощи и зелень;Картофельная кожура, сырая;2.6;0.1;9.9
овощи и зелень;Картофельное пюре;2.5;4.2;14.7
овощи и зелень;Картофельное пюре с молоком;1.9;0.6;16.1
овощи и зелень;Картофельное пюре с молоком и маслом;1.9;4.2;15.3
овощи и зелень;Картофельное пюре сухое, растворимое, быстрого приготовления (хлопья, крупка);5.6;0.2;79.1
овощи и зелень;Картофельное пюре сухое, хлопья без молока;8.3;0.4;74.6
овощи и зелень;Картофельные котлеты, запеченные;2.8;6.9;16.2
овощи и зелень;Картофельные оладьи;6.1;14.8;24.5
овощи и зелень;Картофельные хлопья;7.0;1.1;83.0
овощи и зелень;Картофельные шарики, замороженные, неприготовленные;1.9;8.7;22.5
овощи и зелень;Картофельные шарики, замороженные, приготовленые в духовке;2.1;9.1;25.3
овощи и зелень;Картофельный салат домашнего приготовления;2.7;8.2;9.9
овощи и зелень;Картофель-пюре домашнего приготовления с добавлением молока и маргарина;2.0;4.2;15.4
овощи и зелень;Картофель-пюре сушеный (дегидрированный), в гранулах не содерщих молока, в сухой форме;8.2;0.5;78.4
овощи и зелень;Картофель-пюре сушеный (дегидрированный), в гранулах содерщих молоко, в сухой форме;10.9;1.1;71.1
овощи и зелень;Картофель-пюре сушеный (дегидрированный), приготовленный из гранул не содержащих молока, с добавлением молока и масла по завершению приготовления;2.1;5.0;12.2
овощи и зелень;Картофель-пюре сушеный (дегидрированный), приготовленный из гранул содержащих молоко, с добавлением воды и маргарина по завершению приготовления;2.1;4.8;14.8
овощи и зелень;Картофель-пюре сушеный (дегидрированный), приготовленный из хлопьев не содержащих молока, с добавлением молока и масла по завершению приготовления;1.8;5.1;10.1
овощи и зелень;Картофель-пюре, приготовленный из гранул не содержащих молоко, в конце приготовления добавлены молоко и маргарин;2.1;4.9;12.2
овощи и зелень;Картофель-пюре, приготовленный из хлопьев не содержащих молоко, в конце приготовления добавлены молоко и маргарин;1.9;5.6;12.7
овощи и зелень;Картофель-фри всех типов, без добавления соли в процессе жарки, замороженный, до готовки (в сыром виде);2.2;4.7;22.9
овощи и зелень;Картофель-фри всех типов, без добавления соли в процессе жарки, замороженный, после приготовление в духовке;2.7;5.2;26.1
овощи и зелень;Картофель-фри всех типов, с добавлением соли, замороженный, домашнего приготовления, после приготовления в духовке;2.8;5.5;23.6
овощи и зелень;Картофель-фри всех типов, с добавлением соли, замороженный, неприготовленный;2.2;4.7;22.9
овощи и зелень;Картофель-фри со стейком, с добавлением соли в процессе жарки, замороженный, до готовки (в сыром виде);2.2;3.4;21.6
овощи и зелень;Картофель-фри со стейком, с добавлением соли в процессе жарки, замороженный, после приготовления в духовке;2.6;3.8;24.4
овощи и зелень;Картофель-фри, прессованный, замороженный, неприготовленный;2.8;15.0;27.3
овощи и зелень;Картофель-фри, прессованный, замороженный, приготовленный без соли, после приготовления в духовке;3.6;18.7;36.5
овощи и зелень;Картофель-фри, с добавлением соли в процессе жарки, замороженный, до готовки (в сыром виде);2.2;6.2;23.3
овощи и зелень;Картофель-фри, с добавлением соли в процессе жарки, замороженный, после приготовления в духовке;2.9;6.8;28.9
овощи и зелень;Картофель-фри, фигурной или прямой порезки, с добавлением соли в процессе жарки, замороженный, до готовки (в сыром виде);2.3;5.0;22.0
овощи и зелень;Картофель-фри, фигурной или прямой порезки, с добавлением соли в процессе жарки, замороженный, после приготовления в духовке;2.5;5.1;25.2
