сategory;product;protein;fat;carbohydrates
овощи и зелень;Салат Лолло Росса;1.5;0.2;2.0
овощи и зелень;Салат Мицуна;2.0;0.2;1.5
овощи и зелень;Салат Оаклиф;1.5;0.2;2.0
овощи и зелень;Салат Полевой;1.1;0.0;3.5
овощи и зелень;Салат Радичио;1.5;0.2;3.3
овощи и зелень;Салат Романо (римский салат, ромен);1.5;0.7;1.9
овощи и зелень;Салат спаржевый (стеблевой, уйсун), сырой;0.9;0.3;2.0
овощи и зелень;Салат Фризе;1.5;0.0;2.2
овощи и зелень;Салат эскариоль, вареный;1.2;0.2;0.3
овощи и зелень;Салат-латук головчатый (включая сорты бостон и бибб);1.4;0.2;1.1
овощи и зелень;Свекла;1.5;0.1;8.3
овощи и зелень;Свекла желтая;1.5;0.1;9.1
овощи и зелень;Свекла запеченная;1.5;0.0;8.5
овощи и зелень;Свекла квашеная;1.3;0.1;6.0
овощи и зелень;Свекла консервированная;0.9;0.1;5.4
овощи и зелень;Свекла маринованная, консервированная;0.8;0.1;15.5
овощи и зелень;Свекла отварная;1.8;0.0;10.8
овощи и зелень;Свекла по-гарвардски, консервированная;0.8;0.1;15.7
овощи и зелень;Свекла сушеная;9.0;0.6;56.6
овощи и зелень;Свекла тушеная;2.2;4.3;11.3
овощи и зелень;Свекла, вареная;1.8;0.1;9.2
овощи и зелень;Свекла, вареная, с солью;1.7;0.2;8.0
овощи и зелень;Свекла, консервированная;0.7;0.1;5.9
овощи и зелень;Свекла, консервированная, без добавления соли;0.8;0.1;5.4
овощи и зелень;Свекла, консервированная, сухой продукт без маринада;0.9;0.1;5.4
овощи и зелень;Свекла, тушенная с яблоками;1.3;3.9;10.7
овощи и зелень;Свеклы листья (ботва свекольная);2.2;0.1;0.6
овощи и зелень;Свеклы листья (ботва свекольная) вареные, без соли;2.6;0.2;2.6
овощи и зелень;Свеклы листья (ботва свекольная) вареные, с солью;2.6;0.2;2.6
овощи и зелень;Свекольная ботва;2.1;0.5;5.5
овощи и зелень;Свекольные котлеты;4.1;8.1;24.1
овощи и зелень;Сельдерей вареный, без соли;0.8;0.2;2.4
овощи и зелень;Сельдерей вареный, с солью;0.8;0.2;2.4
овощи и зелень;Сельдерей зелень;0.8;0.1;1.9
овощи и зелень;Сельдерей корень;1.4;0.3;6.7
овощи и зелень;Сельдерей корень сушеный;7.8;2.0;36.6
овощи и зелень;Сельдерей корень, вареный, без соли;1.0;0.2;4.7
овощи и зелень;Сельдерей корень, вареный, с солью;1.0;0.2;5.9
овощи и зелень;Сердцевина пальмы, консервированная;2.5;0.6;2.2
овощи и зелень;Сердцевина пальмы, сырая;2.7;0.2;24.1
овощи и зелень;Сесбания, цветы, приготовленные на пару без соли;1.1;0.1;5.2
овощи и зелень;Сесбания, цветы, приготовленные на пару с солью;1.1;0.1;5.1
овощи и зелень;Сесбания, цветы, сырые;1.3;0.0;6.7
овощи и зелень;Скорцонера;1.0;1.0;1.0
овощи и зелень;Сладкий картофель, консервированный в вакуумной упаковке;1.7;0.2;19.3
овощи и зелень;Смесь овощей, замороженная, вареная, без соли;2.9;0.2;8.7
овощи и зелень;Смесь овощей, замороженная, вареная, с солью;2.9;0.2;8.7
овощи и зелень;Смесь овощей, замороженная, неприготовленная;3.3;0.5;9.5
овощи и зелень;Смесь овощей, консервированная;1.4;0.3;3.3
овощи и зелень;Смесь овощей, консервированная, сухой продукт без маринада;2.6;0.3;6.3
овощи и зелень;Соя;34.9;17.3;17.3
овощи и зелень;Соя (ростки);13.1;6.7;9.6
овощи и зелень;Соя (сухие семена);34.9;17.3;26.5
овощи и зелень;Спаржа;1.9;0.1;3.1
овощи и зелень;Спаржа маринованная;1.8;0.2;1.5
овощи и зелень;Спаржа, вареная;2.4;0.2;2.1
овощи и зелень;Спаржа, вареная, с солью;2.4;0.2;2.1
овощи и зелень;Спаржа, замороженная, вареная, без соли;3.0;0.4;0.3
овощи и зелень;Спаржа, замороженная, вареная, с солью;3.0;0.4;0.3
овощи и зелень;Спаржа, замороженная, неприготовленная;3.2;0.2;2.2
овощи и зелень;Спаржа, консервированная, без добавления соли;1.8;0.2;1.5
овощи и зелень;Спаржа, консервированная, стандартная упаковка;1.8;0.2;1.5
овощи и зелень;Спаржа, консервированная, сухой продукт без маринада;2.1;0.7;0.9
овощи и зелень;Спаржа, сырая;2.2;0.1;1.8
овощи и зелень;Стевия (Медовая трава);0.0;0.0;0.1
овощи и зелень;Стрелолист обыкновенный (Болотник);5.3;0.3;20.2
овощи и зелень;Стрелолист, вареный, без соли;4.5;0.1;16.1
овощи и зелень;Стрелолист, листья, вареные, с солью;4.5;0.1;16.1
овощи и зелень;Стрелолист, сырой;5.3;0.3;20.2
овощи и зелень;Суфле морковное;6.5;12.9;11.3
овощи и зелень;Тимьян свежий;5.6;1.7;15.9
овощи и зелень;Томат (помидор);1.1;0.2;3.7
овощи и зелень;Томат вяленый;14.1;3.0;43.5
овощи и зелень;Томат замороженный;1.1;0.2;3.9
овощи и зелень;Томат консервированный;1.1;0.1;3.5
овощи и зелень;Томат маринованный;1.7;0.2;1.8
овощи и зелень;Томат соленый;1.1;0.1;1.6
овощи и зелень;Томат сушеный;3.1;4.4;4.7
овощи и зелень;Томат черри;0.8;0.1;2.8
овощи и зелень;Томатная паста, консервированная, без соли;4.3;0.5;14.8
овощи и зелень;Томатная паста. Консервы;4.8;0.5;19.0
овощи и зелень;Томатное пюре, консервированное, без соли;1.7;0.2;7.1
овощи и зелень;Томатное пюре, консервированное, с солью;1.7;0.2;7.1
овощи и зелень;Томатное пюре. Консервы;3.6;0.2;11.8
овощи и зелень;Томатный порошок;12.9;0.4;58.2
овощи и зелень;Томатный соус из отборных томатов, консервированный;1.3;0.4;5.7
овощи и зелень;Томатный соус по-испански, консервированный;1.4;0.3;5.8
овощи и зелень;Томатный соус с грибами, консервированный;1.5;0.1;6.9
овощи и зелень;Томатный соус с зеленью и сыром, консервированный;2.1;1.9;8.0
овощи и зелень;Томатный соус с луком, зеленым перцем и сельдерем, консервированный;0.9;0.7;7.4
овощи и зелень;Томатный соус с луком, консервированный;1.6;0.2;8.1
овощи и зелень;Томатный соус, без добавления соли;1.2;0.3;3.8
овощи и зелень;Томатный соус, консервированный;1.2;0.3;3.8
овощи и зелень;Томаты в собственном соку;1.2;0.5;3.6
овощи и зелень;Топинамбур;2.1;0.1;13.6
овощи и зелень;Турнепс;1.0;0.0;6.0
овощи и зелень;Турнепс с зеленью, замороженный, вареный, без соли;3.0;0.4;1.8
овощи и зелень;Турнепс с зеленью, замороженный, вареный, с солью;3.0;0.4;1.6
овощи и зелень;Турнепс с зеленью, замороженный, неприготовленный;2.5;0.2;1.0
овощи и зелень;Турнепс, вареный, без соли;0.7;0.1;3.1
овощи и зелень;Турнепс, вареный, с солью;0.7;0.1;3.1
овощи и зелень;Турнепс, замороженный, вареный, без соли;1.5;0.2;2.4
овощи и зелень;Турнепс, замороженный, вареный, с солью;1.5;0.2;1.7
овощи и зелень;Турнепс, замороженный, неприготовленный;1.0;0.2;1.1
овощи и зелень;Турнепс, зелень, вареная, без соли;1.1;0.2;0.9
овощи и зелень;Турнепс, зелень, вареная, с солью;1.1;0.2;0.9
овощи и зелень;Турнепс, зелень, замороженная, вареная, без соли;3.4;0.4;1.6
овощи и зелень;Турнепс, зелень, замороженная, вареная, с солью;3.4;0.4;1.6
овощи и зелень;Турнепс, зелень, замороженная, неприготовленная;2.5;0.3;1.2
овощи и зелень;Турнепс, зелень, консервированный;1.4;0.3;0.7
овощи и зелень;Турнепс, зелень, консервированный без добавления соли;1.4;0.3;1.5
овощи и зелень;Турнепс, зелень, сырая;1.5;0.3;3.9
овощи и зелень;Турнепс, репа, прерия, вареная, (индейцы северных великих равнин);1.6;0.3;22.8
овощи и зелень;Турнепс, репа, прерия, сырая, (индейцы северных великих равнин);2.6;0.4;27.7
овощи и зелень;Турнепс, сырой;0.9;0.1;4.6
овощи и зелень;Тыква;1.1;0.2;5.6
